Exchange,Sector,Ticker,Year,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),Budget sources and other funds,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),symbol_x,Short-term investments (Bn. VND),Long-term loans receivables (Bn. VND),Investment in properties,Other Reserves,MINORITY INTERESTS,Short-term loans receivables (Bn. VND),Other current assets (Bn. VND),Convertible bonds (Bn. VND),Good will (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Goodwill,Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Attributable to parent company,symbol_y,Interest Expenses,Gain/(loss) from joint ventures,Net income from associated companies,Minority Interest,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,symbol,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from disposal of fixed assets,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Increase in charter captial,Finance lease principal payments,Payments for share repurchases,Interest income and dividends,Sentiment Score,Positive Ratio,Negative Ratio,Neutral Ratio,News Volume,Sentiment Change,News Shock
HSX,Real estate,NVL,2022,198114675000040,8600170523502,52345590760029,134955711974239,1886497048970,59620201167981,3936964957063,1615915212089,6271513013007,257734876168021,212917145787856,78174120549026,134743025238830,44817730380165,44817730380165,12888775711396,,257734876168021,8050596939825,134957802212263,,19501045380000,19501045380000,35666512929989,15962589533396,29202383656301,1575118212493,33839750000,NVL,326704693300,98000000000,3140889237220,,7376307364143,4466826766847,0,,4544317395119,43984065347630,44081959918122,0,-0.254995716625485,11150728886696,2162071222708,-0.329525251965011,5004795281883,11150728886696,-16498408971,11134230477725,-6882741523343,4251488954382,-4148522226595,-960131278956,-1536210395675,2615042863896,1668784014492,-301760530356,1367023484136,3982066348032,-778709166202,-1021826971234,2181530210596,2162071222708,NVL,-844309872037,3622528857,0,19458987888,-3046726569993,-293935317230,121806663375,772471687193,-7965336312285,30149637083585,-28037455868769,-1081850,2363121422966,-8648941459312,17249156145556,-44162742,8600170523502,NVL,3982066348032,-227164114697,115850774058,492288608560,,-2616317564495,954042877413,2700766928871,-19468239583927,-10443588459744,31799573314208,-768503964840,-6173136680063,-693598124498,0,0,-10297351483906,14069334968793,-20045623008390,7707960177880,250941290000,,0,,0.205,0.315,0.18,0.505,728,-0.354,0.03
HSX,Real estate,NVL,2021,156048716497795,17249156145556,26409499239024,110156937437285,1396100519049,45784830488255,1441727882314,1624040896080,6089837697056,201833546986050,160660433654081,49214830460474,111445603193607,41173113331969,41173113331969,10707524273613,,201833546986050,2332779900869,110159027675309,,19304213190000,19304213190000,41430753323566,8305600061137,19087653178619,828185441183,25349750000,NVL,837023156881,234500000000,2754183434458,,6138150553730,6303352180537,0,,5104024245116,33347755804142,33582150374634,0,1.85541785435469,14967335269790,3224687028176,-0.177180891484939,3644645699649,14967335269790,-64575384077,14902759885713,-8767152197042,6135607688671,-3852245469584,-1291095498588,-1325621428707,3311575210267,2381546814672,-606898860489,1774647954183,5086223164450,-1322966306295,-308504019243,3454752838912,3224687028176,NVL,-514315367150,284218826,0,230065810736,3841297589248,-895880921185,2015439112,531509868720,-13134613809310,36023832294304,-25434712885016,-467474000,14983856428888,5690540208826,11558787555672,-171618942,17249156145556,NVL,5086223164450,-1267996316672,-6602795872,-183932403922,,-1789917676879,588126620130,2425900591235,-15450033326328,-9408262236790,32341078794517,-496519586817,-4490872652256,-1079993994313,0,0,-10924035996542,8643793841875,-13595623128728,3103607087438,4591253993600,,-196049500000,,0.565,0.548,0.18,0.272,732,0.36,0.025
HSX,Real estate,NVL,2020,114203561614442,11558787555672,13797994628756,86864906421772,1260043154281,30332784019580,1218441600419,1891042286029,6469509877688,144536345634022,112604198448315,31427343626571,81176854821744,31932147185707,31932147185707,12051422037059,,144536345634022,1466925680402,86867908152180,,9862852970000,9862852970000,34357216078896,4087250768389,14544114172196,419763171833,9649750000,NVL,721829853961,175500000000,2824247750920,,6047612897622,3019394229338,0,,0,17468272978338,17643772978338,0,-0.524612617343813,5241732045264,3919071634099,0.142109938556939,6210337779881,5241732045264,-215373635826,5026358409438,-3193479439283,1832878970155,-1537268550611,-164007104072,-1290197237197,5049191325055,325517674148,-725686652892,-400168978744,4649022346311,-280426493741,-462094272894,3906501579676,3919071634099,NVL,-566129859176,-2552533101,0,-12570054423,-3485504384203,-199370665048,27802740778,288396281192,-4910639836819,30262787111740,-17390409779888,-49516473359,13489679363493,5093535142471,6466219516377,-967103176,11558787555672,NVL,4649022346311,736177431407,5192553925,-27868814565,,-6091949021258,578300666760,-151124837420,-14437175827623,-14079277627374,28866405419147,-215741856085,-3153979701397,-314609953451,0,0,-6049173230372,3177225898286,-12825776162226,10670255300571,668326860000,,-1508355000,,0.625,0.587,0.18,0.233,738,0.06,0.019
HSX,Real estate,NVL,2019,71194821173128,6466219516377,5894052885444,57205793200220,1162532629478,18784421425391,840044553105,5744314191185,7180794229076,89979242598519,65518168766672,18809633988008,46708534778664,24461073831847,24461073831847,8722828720589,,89979242598519,833905092647,57209437130190,,9695407970000,9695407970000,26145644448493,1254023590387,8444638010326,262799866843,7939750000,NVL,466222941609,0,3798441570836,,2182647360232,768720953764,0,,6841457940364,370739066748,370739066748,0,-0.294786150747031,11026232997553,3431431162442,0.0594504764783614,1027208421374,11026232997553,-95249885633,10930983111920,-7779325178076,3151657933844,-2084714480224,-294869082499,-1197219171605,592484837022,3847134745198,-167283905748,3679850839450,4272335676472,-692528132718,-192385441843,3387422101911,3431431162442,NVL,-1145609766192,-9578783868,0,-44009060531,3076463904217,-383243115853,11199068191,296593687515,-13406030328029,20460412729964,-16150195525803,-19719873178,4496355060983,-5833211362829,12315170763611,-15739884405,6466219516377,NVL,4272235676472,-2750422518755,152077733090,4193535205,,-974173763255,1186691999092,1890602661849,1262582829809,2487766869299,937271650485,119120886872,-2649633213153,-971247780944,0,0,-1109336844946,460664701169,-14398343074655,1716435250550,205939730000,,-82000000,,0.665,0.613,0.18,0.207,746,0.04,0.018
HSX,Real estate,NVL,2018,50081021580369,12315170763611,5621529636151,31122887148542,925742226186,19041105364812,755850432888,7702903772477,6839982377635,69122126945181,49152327254974,27995143422573,21157183832401,19969799690207,19969799690207,5618698169829,,69122126945181,1423446698518,31130466196468,,9304466740000,9372766740000,16262686196964,7779944907345,11645389730077,414115027558,7939750000,NVL,95691805879,0,3056785356717,,981494999352,430653870350,0,,6355909039839,255403896052,255403896052,0,0.329601182764917,15635304112693,3238878304013,0.592774662439752,1296606693933,15635304112693,-345027380300,15290276732393,-10132300385714,5157976346679,-1932436059562,-424217309126,-727814339948,4688876049182,71219801005,-74481539950,-3261738945,4685614310237,-986171527219,-420493495532,3278949287486,3238878304013,NVL,-1383337897930,1318760717206,0,40070983473,574695197312,-170397994908,44855532242,364583371093,-5861121224837,22153049489009,-14771863168477,-12908761912,10962577612246,5676151584721,6638739520534,279658356,12315170763611,NVL,4685614310237,496873282783,10321013452,137534095002,,-2465359610460,1443733040227,4308716131241,2737020422473,170559217745,-4266634953316,65351414972,-1793232461571,-647084574232,0,0,-699653602882,2997627188115,-9232241493214,834105774717,3644346535626,,-50046482000,,0.721,0.649,0.18,0.171,750,0.056,0.015
HSX,Real estate,NVL,2017,41165965853502,6650160994741,5998164901016,27128796867411,876333239658,8300996138739,326609439362,1042972935246,2971362895384,49466961992241,36210571488821,22658196187952,13552375300869,13256390503420,13256390503420,2907218106652,,49466961992241,1771344474280,27136318547663,,6428287880000,6496587880000,10200873745673,8848256383261,7748878980646,449352171677,0,NVL,512509850676,449644400000,2944616534199,,645753611368,625605206171,0,,2406227189374,203803366742,654401516832,0,0.595692077447265,11759393956148,2033481810322,0.221253509383736,1696524125589,11759393956148,-127057926975,11632336029173,-8375505074901,3256830954272,-1463309502095,-258292397030,-676193753758,2567638853571,62422616018,-41562445470,20860170548,2588499024119,-810647531519,283791739656,2061643232256,2033481810322,NVL,-1205387997120,12079426593,0,28161421934,1548865545577,-1129651141626,8353511141,486615118973,-1757184796788,17207325658255,-13499500855745,-68165097000,3521531605510,3313212354299,3336969432791,-20792349,6650160994741,NVL,2588499024119,484833728737,-5689095922,-5083914401,,-1464413967698,1251160373101,2849306147936,1919050031993,-1963235562101,619226427403,-118688935374,-1104335516660,-652457047620,0,0,-1466446465713,4918484078283,-6367994960329,1793455062483,286871900000,,-405000000000,,0.503,0.52,0.18,0.3,943,-0.218,0.266
HSX,Real estate,NVL,2016,30288729450391,3336969432791,9635748057226,15789641948072,561547395473,6238346263606,148823215155,374785832914,2572552491341,36527075713997,26480185576926,15011223881816,11468961695110,10046890137071,10046890137071,952449830514,,36527075713997,936793642253,15795037614256,,5893692340000,5961992340000,7907493558081,5954806119381,5595769743653,288077446389,3115200000,NVL,964822616829,0,1945013110252,,958421521157,3313658593511,0,,2217606029051,911018553261,911972303351,0,0.10113150298689,7369463145396,1665077557360,3.00815290451245,2523042548253,7369463145396,-10282224581,7359180920815,-5776101411561,1583079509254,-1115230030171,-165484975281,-641600989722,2184304599820,44524814573,-39125801538,5399013035,2189703612855,-327371479437,-202982820440,1659349312978,1665077557360,NVL,-863073263518,498537487,0,-5728244382,204557552243,-215251612635,15646566319,180791013185,-6603707721178,12884785455043,-10939826576518,-54639219932,5875660528593,-523489640342,3859710163282,748909851,3336969432791,NVL,2189703612855,226331076287,-41356813092,34551090149,,-2228127795722,910387721293,1091488891770,3960297279419,93805533648,-3561263899138,-99019085556,-849017262276,-431733905624,0,0,-7672922664879,6258296050163,-7218477119177,2048210045846,3985340870000,,0,,0.614,0.583,0.18,0.237,882,0.111,0.085
HSX,Real estate,NVL,2015,18133289908529,3859710163282,6058945996358,7158828473488,236917219044,8437118726515,87792452983,1581877669261,186263593828,26570408635044,20475199219618,13354623721526,7120575498092,6095209415426,6095209415426,550370777697,,26570408635044,283928585866,7201718027433,,3504657610000,3682957610000,5480587851378,8146870114590,2513142521645,160651074570,55643750000,NVL,818888056357,0,1082785523673,,979282422321,1267616016535,0,,0,3309216386210,3309363386210,1119884733917,1.3757777985104,6692627652016,415422664012,3.43372297961523,334610510102,6692627652016,-19192626026,6673435025990,-5333572153182,1339862872808,-440474549151,-238914350343,-359824463054,636252766497,32757004998,-60896807714,-28139802716,608112963781,-204312351202,37959337948,441759950527,415422664012,NVL,-351425428041,992746135,0,26337286515,-2309406001579,-33647160381,9187362668,300231743455,-2950295745308,7020343547596,-2714683880779,0,6339997276817,1080295529930,2779414633352,0,3859710163282,NVL,608112963781,88779916220,51972653196,21879821943,,-331279777789,351425428041,790891005392,-4625495394936,259472715894,1953335836895,-120603156057,-519785506480,-47093302287,0,-128200000,-6399955276371,6462652418650,-3288764833329,0,2034337610000,,0,,0.356,0.412,0.18,0.408,843,-0.258,-0.018
HSX,Real estate,NVL,2014,14353286656692,2779414633352,3135397176229,8151084883345,80914946832,1740423717632,69038509465,20879773973,102342301579,16093710374324,12731365085373,9906274227168,2825090858205,3362345288951,3362345288951,331007731063,,16093710374324,603546276742,8159526518567,,2300000000000,2300000000000,2020351873578,3441450179630,1645839010685,97148602621,5092000000,NVL,206475016934,0,394784440061,,695618952488,554076856364,0,,0,965231818962,965231818962,102371310691,0.76020389471521,2817025925662,93696125338,11.8484161215131,60441149247,2817025925662,-15215239979,2801810685683,-2326439908411,475370777272,-188275019428,-126412978255,-105086584754,116625808022,20919082816,-7236216960,13682865856,130308673878,-32465521262,-1663242430,96179910186,93696125338,NVL,-134768642888,588463940,0,2483784848,2152636707949,-61503102781,2209090909,37684820584,-1059009692997,1666623272204,-1924345654392,0,1436807103412,2530434118364,248980514988,0,2779414633352,NVL,130308673878,14834391109,5619762306,10441515618,,-59798012145,134768642888,236174973654,-1139332768856,-1803999910006,5502600882532,-79671047706,-509351630239,-28165756837,904654767203,-930272801796,-956994281158,344477539449,-424884060000,300000,1694529485600,,0,,-0.669,0.18,0.622,0.198,762,-1.025,-0.143
HSX,Real estate,NVL,2013,7565139355598,248980514988,1288348567485,5837374366239,42400775297,1262625731318,122891690589,62522481345,425643700517,8827765086916,7388996568112,4923606860286,2465389707826,878500725525,878500725525,237311605725,,8827765086916,637041447597,5840196239155,,1200000000000,1200000000000,2266305717363,1941079014136,1647166033470,13685316399,300000,NVL,148035131589,0,645567858867,,0,0,946822767,,0,0,6000000000,0,0,1600397507425,7292426121,0,22428580931,1600397507425,0,1600397507425,-1279848252047,320549255378,-217556785040,-63645090903,-50859101722,10916858644,13648971056,-5700723265,7948247791,16997905549,-9014903985,-424394684,7558606880,7292426121,NVL,-194282057122,0,-1867200886,266180759,228358779008,-11234001396,474300000,48522331696,159120422174,564869811283,-978266852234,0,-414385210951,-26906009769,275990740231,-104215474,248980514988,NVL,16997905549,14800833747,2821872916,11126255475,,-19958084489,194282057122,220070840320,-322420570232,691294734970,-9121553522,-6580145382,-367304671459,-21124840485,155960832000,-112415847202,-504390569724,576164335135,-1200000000,50784026463,0,,-988170000,,-0.508,0.18,0.514,0.306,763,0.161,-0.08
UPCOM,"Electricity, water & petroleum fired",NVP,2024,51035424060,1781747267,4974912424,14110211870,1168552499,141128523643,127417971392,5500000000,6482796010,192163947703,54345954856,27070480332,27275474524,137817992847,137817992847,9246059136,,192163947703,1685341500,16901499376,14962550568,109630000000,109630000000,21115474524,747273432,4223094904,6482796010,0,NVP,29000000000,,,0,0,,0,,,,,,0.030368671864083,104721244603,9246059136,0.775663890983691,1793435016,104721244603,,104721244603,-72512865777,32208378826,-1662490901,-5962561395,-13496631607,12880129939,676886607,-2072006075,-1395119468,11485010471,-2238951335,,9246059136,9246059136,NVP,-1662490901,,,,33146320187,-24360718563,0,1793435016,-31567283547,9066234420,-13289329324,-2405106000,-6628200904,-5049164264,6830911531,0,1781747267,NVP,11485010471,23971617891,-625266353,0,,-1751905780,1662490901,34741947130,5671868901,1352128084,-6216394182,4551878538,-1662490901,-3077021047,0,-2215596336,-41085294092,32085294092,,,,,,,0.028,0.198,0.18,0.622,484,0,0
UPCOM,"Electricity, water & petroleum fired",NVP,2023,55169448409,6830911531,11510182628,15624321934,1204032316,140001519486,119113055186,5500000000,5184579660,195170967895,62432934359,30934364931,31498569428,132738033536,132738033536,5207099825,,195170967895,6771555394,16810229594,13921550568,109630000000,109630000000,25338569428,739454589,4223094904,5184579660,0,NVP,20000000000,,,0,0,,0,,,,,,0.0654773991833265,101634732754,5207099825,0.225933799045723,1724588892,101634732754,,101634732754,-69781145422,31853587332,-1851767202,-4805079641,-18019571111,8901758270,676276974,-2293914372,-1617637398,7284120872,-2077021047,,5207099825,5207099825,NVP,-1851767202,,,,28919820704,-26847723363,0,1920145056,-26927578307,810917531,-5034012435,-2061044000,-6284138904,-4291896507,11122808038,0,6830911531,NVP,7284120872,23812475171,373385867,0,,-1356921835,1851767202,31964827277,1148029936,-2156172547,190212520,2609317686,-1851767202,-1302446166,0,-1682180800,-29225345151,27225345151,,,,,,,0.151,0.278,0.18,0.542,484,0.123,0
UPCOM,"Electricity, water & petroleum fired",NVP,2022,50131712381,11122808038,7651653530,12424359387,932891426,147010974032,126937458652,5500000000,3274472647,197142686413,66213508539,30491844207,35721664332,130929177874,130929177874,4248244163,,197142686413,2103022230,13249054780,13071550568,109630000000,109630000000,29561664332,716209693,4223094904,3274472647,0,NVP,18000000000,,,0,0,,0,,,,,,0.0871912033565879,95388914708,4247455963,0.548348882778328,1371189864,95388914708,,95388914708,-64537122824,30851791884,-2086455385,-4221553604,-19229801084,6685171675,629712697,-2064982243,-1435269546,5249902129,-1002446166,,4247455963,4247455963,NVP,-2086455385,,,,30342150655,-18007177401,0,661659765,-22272520376,5347846027,-9570940931,-1300211800,-5523306704,2546323575,8576484463,0,11122808038,NVP,5249902129,23323782091,-719349656,0,,-822583412,2086455385,29118206537,-1366049943,-3643642543,3066220268,7480236508,-2086455385,-1024167387,0,-1202197400,-18000000000,13072997260,,,,,,,0.061,0.22,0.18,0.6,483,-0.09,-0.002
UPCOM,"Electricity, water & petroleum fired",NVP,2021,40128284367,8576484463,5167811957,13328073030,555914917,152314997852,114002093593,5500000000,8949468597,192443282219,63292328781,23347569545,39944759236,129150953438,129150953438,2744019727,,192443282219,1837602000,13756548504,12797550568,109630000000,109630000000,33784759236,737799656,4223094904,8949468597,0,NVP,12500000000,,,0,0,,0,,,,,,0.029007046261645,87738858090,2743216345,0.322561847221963,844168630,87738858090,,87738858090,-62990232102,24748625988,-2277609324,-3155838457,-16378226202,3781120635,824634767,-1095429971,-270795204,3510325431,-767109086,,2743216345,2743216345,NVP,-2277609324,,,,40406338599,-27709239530,0,412765852,-29796473678,4725336819,-8948431723,-1967858500,-6190953404,4418911517,4157572946,0,8576484463,NVP,3510325431,26707479257,1173984363,0,,-499318630,2277609324,33170079745,2144398764,3029514561,70715887,5404933105,-2277609324,-956329139,0,-179365000,0,-2500000000,,,,,,,0.051,0.213,0.18,0.607,485,-0.01,0.003
UPCOM,"Electricity, water & petroleum fired",NVP,2020,36924822945,4157572946,8157450568,12252836520,2356962911,160050472559,126295615656,5500000000,12829603726,196975295504,66913699911,22745845771,44167854140,130061595593,130061595593,4060661882,,196975295504,2992920000,12715370274,12391550568,109630000000,109630000000,38007854140,948801565,4223094904,12829603726,0,NVP,10000000000,,,0,0,,0,,,,,,0.0722860809145763,85265556158,2074168668,0.0441357933579127,581004359,85265556158,,85265556158,-60459480527,24806075631,-2472722012,-1932462790,-17970707364,3011187824,641266661,-1071956678,-430690017,2580497807,-506329139,,2074168668,2074168668,NVP,-2498148725,,,,23119415486,-20954578899,8688637,494451581,-28451438681,0,-4223094904,0,-4223094904,-9555118099,13712691045,0,4157572946,NVP,2580497807,22521289844,2553358896,0,,-421117587,2498148725,29732177685,542219111,-2980411666,-4338769925,3308632192,-2498148725,-556778186,0,-89505000,0,-8000000000,,,,,,,0.119,0.257,0.18,0.563,485,0.068,0.002
UPCOM,"Electricity, water & petroleum fired",NVP,2019,41588245479,13712691045,10823032350,13949208918,1103313166,158902690100,120549016032,5474573287,17488428788,200490935579,72503508654,24112559610,48390949044,127987426925,127987426925,1986493214,,200490935579,1905584500,14139415637,12391550568,109630000000,109630000000,42230949044,611070234,4223094904,17488428788,0,NVP,2000000000,,,0,0,,0,,,,,,0.127348425184617,79517544502,1986493214,0.103859298835835,608544866,79517544502,,79517544502,-57730607310,21786937192,-2272133777,-1800154024,-15517315396,2805878861,671099365,-933706826,-262607461,2543271400,-556778186,,1986493214,1986493214,NVP,-2759860465,,,,27367377870,-21458447024,160388917,584692279,-14713365828,0,-4223094904,-2856419720,-7079514624,5574497418,8138193627,0,13712691045,NVP,2543271400,25084601003,583170790,0,,-543057800,2759860465,30427845858,2621708803,6190390168,-3517296507,-4736810395,-2759860465,-515224746,0,-343374846,0,6000000000,,,,,,,0.044,0.209,0.18,0.611,485,-0.075,0.001
UPCOM,"Electricity, water & petroleum fired",NVP,2018,45058036575,8138193627,13435133098,13588953067,1895756783,167920650011,131158495335,4986846599,13015853222,212978686586,82969185340,30355141392,52614043948,130009501246,130009501246,5726525050,,212978686586,2992494990,13779185286,10673593053,109630000000,109630000000,46454043948,217894716,4223094904,13015853222,0,NVP,8000000000,,,0,0,,0,,,,,,0.0508387669689753,70535020696,1799589147,0.3161561431535,747852071,70535020696,,70535020696,-51676900726,18858119970,-2592138292,-1512860237,-13197434292,2303539220,439293127,-428018454,11274673,2314813893,-515224746,,1799589147,1799589147,NVP,-2919871674,,,,15180306402,-19873167923,0,747852071,-16431276573,0,-4223094904,0,-4223094904,-5474065075,13612258702,0,8138193627,NVP,2314813893,25533324382,-651810002,0,,-604806750,2919871674,29511393197,1840640163,-11501883228,7071983606,-8219806935,-2919871674,-514454427,0,-87694300,0,2694039279,,,,,,,0.136,0.268,0.18,0.552,485,0.092,0
UPCOM,"Electricity, water & petroleum fired",NVP,2017,54200841118,13612258702,14939077755,12765665230,2189800152,154332827864,130379934623,4659113217,4470079178,208533668982,80323756883,29646618031,50677138852,128209912099,128209912099,3926935903,,208533668982,2542646500,12975310569,10673593053,109630000000,109630000000,50677138852,342787065,4223094904,4470079178,0,NVP,10694039279,,,3979383143,0,,0,,,,,,-0.0935286920317085,67122590937,1367306726,0.0249361211498669,1265394173,67122590937,,67122590937,-47858029658,19264561279,-3133959125,-1328434113,-13419325102,2648237112,511733562,-1208253062,-696519500,1951717612,-584410886,,1367306726,1367306726,NVP,-3133959125,,,,24115999146,-28924489368,0,1265394173,-38353134474,0,-4223094904,0,-4223094904,-18460230232,32072488934,0,13612258702,NVP,1951717612,23313575988,-2623679417,0,,-1265394173,3133959125,24510179135,2073740986,5966081637,-1970798776,-1998310121,-3133959125,-1330934590,0,0,-10694039279,0,,,,,,,-0.09,0.18,0.264,0.556,728,-0.226,0.501
UPCOM,"Electricity, water & petroleum fired",NVP,2016,76443925723,32072488934,21138303655,18728036635,4505096499,136918045681,115983141451,4659113217,1644132984,213361971404,86517650563,31617416807,54900233756,126844320841,126844320841,2561344645,,213361971404,3650690000,18941392206,10673593053,109630000000,109630000000,54900233756,126033270,4223094904,1644132984,0,NVP,0,,,0,3979383143,,0,,,,,,0.20026825297513,74048224524,1334040920,0.272977256312819,1200907591,74048224524,,74048224524,-46730848904,27317375620,-3529640264,-1959346832,-21026781652,2002514463,1148852607,-994908100,153944507,2156458970,-822418050,,1334040920,1334040920,NVP,-3356844688,,,,22832897448,-13667399267,0,1200907591,-12466491676,0,-4223094904,0,-4223094904,6143310868,25929178066,0,32072488934,NVP,2156458970,15175121509,8428974510,0,,-984641523,3356844688,28132758154,-2009997796,-10775360794,9049423181,680919391,-3356844688,-528000000,1640000000,0,0,0,,,,,,,0.184,0.301,0.18,0.519,582,0.274,0.028
UPCOM,"Electricity, water & petroleum fired",NVP,2015,62036582150,25929178066,26347928974,7952675841,1806799269,141657451353,126592694871,4831815022,1846625234,203694033503,80001326922,20877998262,59123328660,123692706581,123692706581,1049730385,,203694033503,7369289778,8166031412,10673593053,109630000000,109630000000,59123328660,72228649,4223094904,1846625234,-668184978,NVP,0,,,2339383143,0,,0,,,,,,0.275648732302979,61693062647,1047969171,-0.373114250058682,682260308,61693062647,,61693062647,-42173939865,19519122782,-4660130533,-1129573112,-12532446201,1879233244,48584821,-478959299,-430374478,1448858766,-400889595,,1047969171,1047969171,NVP,-3982509842,,,,24972247208,-11827247072,0,804279231,-11022967841,0,-4223094904,-834092186,-5057187090,8892092277,17046521502,-9435713,25929178066,NVP,1448858766,14117395675,3675330696,9435713,,-289969796,3982509842,22943560896,3161836699,4303392787,-350708947,-553324385,-3982509842,-550000000,0,0,0,0,,,,,,,0.491,0.518,0.18,0.302,825,0.307,0.379
UPCOM,"Electricity, water & petroleum fired",NVP,2014,62175430823,17046521502,20090753161,12469424199,12568731961,151459596118,143093406379,5500000000,2866189739,213635026941,84691019485,17121501017,67569518468,128944007456,128944007456,1671706800,,213635026941,10788142162,12469424199,7844989777,109730933598,109730933598,67569518468,104123800,0,2866189739,5500000000,NVP,0,,,7369286045,0,,12238208602,,,,,,-0.0237365211631688,48362108694,1671706800,-0.564980466599049,770306826,48362108694,,48362108694,-31033900474,17328208220,-3732208112,-858400838,-10326443413,3181462683,138117418,-1137516255,-999398837,2182063846,-510357046,,1671706800,1671706800,NVP,-3709071403,,,,19924712410,-9552573274,0,770306826,-8782266448,1265345271,-4144010824,0,-2878665553,8263780409,8782741093,0,17046521502,NVP,2182063846,12903838405,0,0,,356370651,3709071403,19151344305,-2465268112,-197846785,10999205037,-1797475006,-3709071403,-1331372148,49284000,-774087478,0,0,,,,,,,0.265,0.361,0.18,0.459,583,-0.226,-0.181
UPCOM,"Electricity, water & petroleum fired",NVP,2013,65808055154,8782741093,32364736534,12271577414,12389000113,142283651682,135682488131,5500000000,1101163551,208091706836,81144556812,10696372791,70448184021,126947150024,126947150024,0,,208091706836,24819883091,12271577414,8569245828,109630933598,109630933598,70448184021,117261122,0,1101163551,5500000000,NVP,0,,,7469286045,0,,12047973913,,,,,,0,49537967713,3842831578,0,475205182,49537967713,,49537967713,-31300974303,18236993410,-3761734873,-835282964,-9200693121,4914487634,312835138,-98313102,214522036,5129009670,-1286178092,,3842831578,3842831578,NVP,3761734873,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NVP,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.248,0.355,0.18,0.465,486,-0.017,-0.267
HSX,Real estate,NVT,2024,180662443452,85445878059,70651071868,12442074240,7618519285,890839813511,535900143135,6894139320,230634241961,1071502256963,541961352351,152665594978,389295757373,529540904612,529540904612,-722305811960,,1071502256963,13126657228,12442074240,269596844,905000000000,905000000000,224197106707,29253760185,26440199988,144109521783,6894139320,NVT,4504900000,,,,322122119728,230000000,0,,86524720178,17546776000,17546776000,0,0.0892222921570548,410702451708,-9739514505,-2.73657255106891,5797083871,410702451708,0,410702451708,-187091736628,223610715080,-25412890156,-51919715026,-90148379459,61926814310,984740788,-19169859095,-18185118307,43741696003,-23557329921,2727940768,22912306850,-9739514505,NVT,-23314618188,0,0,32651821355,120832548523,-9776249412,522136272,6045486044,-9348627096,503832498,-27686275486,-31137500000,-58319942988,53163978439,32153268688,128630932,85445878059,NVT,43741696003,52774682040,-23870000,267557143,,11596833193,23314618188,131671516567,7852020831,2005712821,38607743501,-4410950395,-23767856547,-30411655773,,-713982482,-38800000000,32660000000,0,0,0,,,,0.474,0.488,0.18,0.332,660,0,0
