Exchange,Sector,Ticker,Year,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),Budget sources and other funds,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),symbol_x,Short-term investments (Bn. VND),Long-term loans receivables (Bn. VND),Investment in properties,Other Reserves,MINORITY INTERESTS,Short-term loans receivables (Bn. VND),Other current assets (Bn. VND),Convertible bonds (Bn. VND),Good will (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Goodwill,Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Attributable to parent company,symbol_y,Interest Expenses,Gain/(loss) from joint ventures,Net income from associated companies,Minority Interest,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,symbol,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from disposal of fixed assets,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Increase in charter captial,Finance lease principal payments,Payments for share repurchases,Interest income and dividends,Sentiment Score,Positive Ratio,Negative Ratio,Neutral Ratio,News Volume,Sentiment Change,News Shock
HNX,Communication,EBS,2017,128208382596,26779532960,63197176954,37461995943,769676739,25911334041,3091668461,5150000000,14263366580,154119716637,27909067580,27863067580,46000000,126210649057,126210649057,12864509178,,154119716637,186598269,38620075260,12598628953,102194840000,102194840000,0,313459590,0,14263366580,2750000000,EBS,0,,,,0,1500000000,0,,,5000000,5000000,,0.0727031910747825,187659200194,11912764826,0.0211674221178748,1637038714,187659200194,0,187659200194,-133250833908,54408366286,-32400000,-30192700023,-11030256913,14790048064,187434049,-41908342,145525707,14935573771,-3022808945,0,11912764826,11912764826,EBS,-3600000,0,,0,-10105332051,-353999001,161818182,1806564253,18214383434,4000000000,-4000000000,-8968402510,-8968402510,-859351127,27638884087,,26779532960,EBS,0,787573751,0,,,0,0,0,0,0,0,0,0,0,0,0,0,16600000000,0,0,0,0,0,,0.266,0.368,0.18,0.452,694,0.144,0.298
HNX,Communication,EBS,2016,140680465080,27638884087,58775683985,43527487330,738409678,26916871964,3650542211,5150000000,14835329753,167597337044,42543512488,42497512488,46000000,125053824556,125053824556,11707684677,,167597337044,214222433,44056304650,12598628953,102194840000,102194840000,0,42985704,0,14835329753,2750000000,EBS,10000000000,,,,0,8100000000,0,,,5000000,5000000,,0.200844298978803,174940469792,11665829293,0.420649954188075,2714902833,174940469792,0,174940469792,-127692102275,47248367517,-8454580,-24538789516,-10964305758,14451720496,126859026,-1800911,125058115,14576778611,-2910949318,0,11665829293,11665829293,EBS,-8454580,0,,0,10912083196,-867154484,50000000,2314615795,14363041980,0,0,-6975908800,-6975908800,18299216376,9339667711,,27638884087,EBS,0,721724872,0,,,0,0,0,0,0,0,0,0,0,0,0,-26800000000,42720000000,-3054419331,0,0,0,0,,0.158,0.287,0.18,0.533,642,-0.108,0.092
HNX,Communication,EBS,2015,126027740310,9339667711,37921309101,49071143700,825883798,27861207613,3505112599,750000000,19905595014,153888947923,31775169466,31729169466,46000000,122113778457,122113778457,8767638578,,153888947923,2687108242,49717628733,12598628953,102194840000,102194840000,0,3814500,0,19905595014,750000000,EBS,28869736000,,,,0,6020000000,0,,,1030000000,1030000000,,0.12290092358104,145681226068,8211614169,0.551776346618625,2246708525,145681226068,0,145681226068,-101911890604,43769335464,0,-26146685453,-9311972782,10557385754,61354221,-7699696,53654525,10611040279,-2399426110,0,8211614169,8211614169,EBS,0,0,,0,-6874970889,-2513963182,0,2215549648,-13302965289,0,0,0,16117700000,-4060236178,13399903889,,9339667711,EBS,0,640620772,0,,,0,0,0,0,0,0,0,0,0,0,0,-22889736000,9705184245,0,180000000,16117700000,0,0,,0.171,0.298,0.18,0.522,536,0.013,-0.14
HNX,Communication,EBS,2014,98323836756,13399903889,35988412646,33876638001,1058882220,27080920012,4302270189,930000000,20738649823,125404756768,21777499955,21731499955,46000000,103627256813,103627256813,6398816934,,125404756768,5111428431,34226016298,16403628953,102194840000,102194840000,0,10905132,0,20738649823,930000000,EBS,14000000000,,,,0,7705184245,0,,,1110000000,1110000000,,0.0478920290975592,129736491447,5291751087,-0.388557328769134,3555385518,129736491447,-18625548,129717865899,-101108259138,28609606761,-58998633,-19052020286,-7053721798,6000251562,1196043443,-73392574,1122650869,7122902431,-1831151344,0,5291751087,5291751087,EBS,0,0,,0,-20727730303,-1505040000,560909091,4166505511,17723374602,0,0,-6840753200,-22136353421,-25140709122,38540613011,,13399903889,EBS,0,170965794,0,,,0,0,0,0,0,0,0,0,0,0,0,-21000000000,20000000000,-1200000000,16701000000,0,0,-15295600221,,0.137,0.276,0.18,0.544,534,-0.034,-0.144
HNX,Communication,EBS,2013,120470776090,39176892341,25350130393,32905865392,2332703719,25998748452,2772286528,15331000000,7895461924,146469524542,24980207580,24934207580,46000000,121289316962,121289316962,8765276862,,146469524542,1707966518,35119373283,14778425126,102194840000,102194840000,0,1000701176,0,7810461924,15331000000,EBS,20705184245,,,,0,0,1515125652,,,0,0,,0,123807117379,8654533509,0,4915525182,123807117379,-78840674,123728276705,-94626296413,29101980292,-51058433,-15469263883,-8098127712,10399055446,348591571,-318297026,30294545,10429349991,-1872272552,0,8557077439,8654533509,EBS,-9346173,0,,-97456070,8481550081,-639123300,0,5122945493,-20317177807,856000000,-1513000000,-9620061000,-12008986469,-23844614195,63021506536,,39176892341,EBS,0,535544424,0,,,0,0,0,0,0,0,0,0,0,0,0,-31601000000,5000000000,0,1800000000,0,0,-1731925469,,0.215,0.323,0.18,0.497,533,0.078,-0.066
HNX,Communication,ECI,2024,44493415674,12717780973,14102104468,1619785437,53744796,3381474647,3343856391,0,37618256,47874890321,13705980904,11374764410,2331216494,34168909417,34168909417,9416865596,,47874890321,6419340182,3673219993,2633994225,18600000000,18600000000,2331216494,6829868,499546392,37618256,0,ECI,16000000000,,,,3502877384,0,0,,,0,0,,-0.81359093087404,3437781685,-476544117,0.918716949775637,1217794467,3437781685,0,3437781685,-3054510279,383271406,-280921175,-3249605355,-4437987229,-6367447886,6502925033,-72352318,6430572715,63124829,-536791562,,-473666733,-476544117,ECI,-265370271,,,2877384,-10042913542,0,0,1355390358,22355390358,0,-499546392,0,-499546392,11812930424,904850549,,12717780973,ECI,63124829,980566392,515942795,,,-1217794467,265370271,607209820,-8278820429,812540189,-2780932575,101980471,-265370271,-239520747,0,0,-21000000000,42000000000,0,0,0,,,,-0.107,0.18,0.25,0.57,512,0,0
HNX,Communication,ECI,2023,46893991418,904850549,23235879779,2698810911,54450179,4437773788,4324422783,0,113351005,51331765206,16689189056,13858426170,2830762886,34642576150,34642576150,9753145957,,51331765206,188723396,4485760182,2633994225,18600000000,18600000000,2830762886,509333422,499546392,113351005,0,ECI,20000000000,,,,3640263756,17000000000,0,,,0,0,,-0.663426734028977,18442137505,-5862773551,-3.20482654646303,370433057,18442137505,-111112149,18331025356,-14116542620,4214482736,-316875986,-4161772842,-5623703944,-5517436979,4325460,-156264812,-151939352,-5669376331,-108228909,,-5777605240,-5862773551,ECI,-306335986,,,85168311,4105224616,0,0,1796070,-20498203930,0,-499546392,0,-499546392,-16892525706,17797376255,,904850549,ECI,-5669376331,994456801,354424152,,,-370433057,306335986,-4384592449,6969373292,2197189183,-422501094,321057671,-306335986,-268966001,0,0,-37000000000,16500000000,0,0,0,,,,-0.175,0.18,0.294,0.526,511,-0.068,-0.002
HNX,Communication,ECI,2022,52449286079,17797376255,29736918233,4873637370,41354221,5742868945,5318879584,0,423989361,58192155024,16715973634,13385664356,3330309278,41476181390,41476181390,16671919508,,58192155024,215542001,6682949365,2633994225,18600000000,18600000000,3330309278,52782016,499546392,423989361,0,ECI,0,,,,3555095445,16500000000,0,,,0,0,,-0.109594532262019,54793827584,2659063390,-0.449517688647922,395203936,54793827584,-601906860,54191920724,-40179003814,14012916910,-124020376,-5813174936,-4969945792,3500979742,13422001,-2885649,10536352,3511516094,-797357259,,2714158835,2659063390,ECI,-124020376,,,55095445,7108071922,-5778018926,0,264623114,-11753395812,4038000000,-208144330,-2815825200,4514030470,-131293420,17928669675,,17797376255,ECI,3511516094,536199290,-1058210513,,,-395203936,124020376,2718321311,1881146756,797441672,2822335550,-348352901,-124020376,-638800090,0,0,-18700000000,11260000000,0,1200000000,3500000000,,,,-0.128,0.18,0.263,0.557,509,0.047,-0.005
HNX,Communication,ECI,2021,46791484553,17928669675,15018854582,4771125483,12834813,1191588447,77059948,1000000000,114528499,47983073000,12721050445,12721050445,0,35262022555,35262022555,14012856118,,47983073000,129925600,7480391037,2633994225,18600000000,18600000000,0,715221118,0,114528499,1000000000,ECI,9060000000,,,,0,0,0,,,0,0,,-0.0873210197252561,61538062792,4830424766,0.0354956526764137,688164594,61538062792,-1442166500,60095896292,-41555126709,18540769583,0,-8783170823,-4828249418,5617513936,6763058,-1856318,4906740,5622420676,-791995910,,4830424766,4830424766,ECI,0,,,0,3557950339,-99409091,0,741331717,2581922626,0,0,-527967225,-527967225,5611905740,12316763935,,17928669675,ECI,5622420676,59412575,-127627459,,,-688164594,0,4866041198,2178701277,-1222328144,-1435097791,-54704969,0,-794661232,23000000,-3000000,-9060000000,11000000000,0,0,0,,,,-0.13,0.18,0.265,0.555,509,-0.002,-0.003
HNX,Communication,ECI,2020,44005165853,12316763935,20435059535,3161993284,91349099,1093212719,37063432,1000000000,56149287,45098378572,11322780783,11322780783,0,33775597789,33775597789,12526431352,,45098378572,10792000,6258062893,2633994225,18600000000,18600000000,0,291897043,0,56149287,1000000000,ECI,8000000000,,,,0,3000000000,0,,,0,0,,0.0505933328966073,67425747850,4664843115,0.104337938507101,729310354,67425747850,-2122687033,65303060817,-46316676549,18986384268,239580461,-9307103243,-4977494196,5670677644,5856327,-63975860,-58119533,5612558111,-947714996,,4664843115,4664843115,ECI,0,,,0,5815761598,-67504546,0,694707615,-6372796931,0,0,-4575715950,-4575715950,-5132751283,17449515218,,12316763935,ECI,5612558111,30441114,-368040149,,,-729310354,0,4545648722,-2223636446,1951298887,2477344436,-20788518,0,-919105483,0,5000000,-11000000000,4000000000,0,0,0,,,,-0.106,0.18,0.249,0.571,510,0.024,0.001
HNX,Communication,ECI,2019,41701374517,17449515218,14935627645,5265157812,51073842,796922941,0,757887929,39035012,42498297458,8811542784,8811542784,0,33686754674,33686754674,12437588237,,42498297458,45000000,8209361780,2633994225,18600000000,18600000000,0,125767892,0,39035012,1000000000,ECI,4000000000,,,,0,0,0,,,0,0,,0.0233141987221552,64178731902,4224108357,0.249398982705045,646983577,64178731902,-1397613899,62781118003,-43136866737,19644251266,-132154747,-8450931203,-6435721469,5272427424,59028687,-4454261,54574426,5327001850,-1102893493,,4224108357,4224108357,ECI,0,,,0,-806981039,0,50000000,613871248,663871248,0,0,-2463847050,-2463847050,-2606956841,20056472059,,17449515218,ECI,5327001850,131107072,319589211,,,-696983577,0,5080714556,-3952127780,-17331714,-845381802,-38504801,0,-1039349498,5000000,0,-4000000000,4000000000,0,0,0,,,,-0.115,0.18,0.255,0.565,512,-0.009,0.005
HNX,Communication,ECI,2018,40493193999,20056472059,11057195466,5300832036,78694438,1021679959,131107072,890042676,530211,41514873958,9588227641,9588227641,0,31926646317,31926646317,10677479880,,41514873958,15000000,8192030066,2633994225,18600000000,18600000000,0,51514524,0,530211,1000000000,ECI,4000000000,,,,0,0,0,,,0,0,,0.0654596243725793,62716545888,3380912275,0.172577212922478,595951981,62716545888,-1500623836,61215922052,-44027078972,17188843080,-95382681,-8020532955,-5244799583,4424079842,6208407,-32394802,-26186395,4397893447,-1016981172,,3380912275,3380912275,ECI,0,,,0,4092409523,0,0,496708146,-3503291854,0,0,-2463847050,-2463847050,-1874729381,21931201440,,20056472059,ECI,4397893447,196357162,1000579128,,,-595951981,0,4998877756,-470543830,-2115201888,2619148165,12967603,0,-949538283,0,-3300000,-4000000000,0,0,0,0,,,,-0.144,0.18,0.274,0.546,512,-0.029,0.003
HNX,Communication,ECI,2017,36588130274,21931201440,10441982431,4214946403,0,1326387405,327464234,985425357,13497814,37914517679,6904783637,6904783637,0,31009734042,31009734042,9760567605,,37914517679,15000000,6076828178,2633994225,18600000000,18600000000,0,21236056,0,13497814,1000000000,ECI,0,,,,0,0,0,,,0,0,,-0.0075380757782899,58863371688,2883317395,0.0315551928100885,542922727,58863371688,-1517437947,57345933741,-42066788401,15279145340,-14574643,-6951804980,-5220163546,3635524898,16732112,-11128213,5603899,3641128797,-757811402,,2883317395,2883317395,ECI,0,,,0,5933624880,0,1636364,526258620,527894984,0,0,-2287857975,-2287857975,4173661889,17757539551,,21931201440,ECI,3641128797,207023376,115499010,,,-544559091,0,3419092092,2052902292,1046695088,169233527,3208785,0,-760506904,4000000,-1000000,0,0,0,0,0,,,,0.03,0.215,0.18,0.605,667,0.174,0.304
HNX,Communication,ECI,2016,35598326024,17757539551,12519147859,5301254965,20383649,1551194209,534487610,1000000000,16706599,37149520233,6735103586,6735103586,0,30414416647,30414416647,9165250210,,37149520233,6308182,7123523266,2633994225,18600000000,18600000000,0,107974654,0,16706599,1000000000,ECI,0,,,,0,0,0,,,0,0,,0.140591838977995,59310458418,2795116941,-0.0430034275224872,474640067,59310458418,-1047228709,58263229709,-42970461148,15292768561,-2196018,-7021641289,-5027722807,3715848514,34567491,-106771551,-72204060,3643644454,-848527513,,2795116941,2795116941,ECI,0,,,0,3991902376,0,0,448617415,-151382585,0,0,-2463847050,-2463847050,1376672741,16380866810,,17757539551,ECI,3643644454,207023376,-175230225,,,-474640067,0,3200797538,501926166,326763768,918014025,16686955,0,-879236076,4000000,-97050000,0,0,-600000000,0,0,,,,0.012,0.193,0.18,0.627,617,-0.018,0.095
HNX,Communication,ECI,2015,34849090340,16380866810,12831255065,5627417603,9550862,1174904540,741510986,0,33393554,36023994880,5940695174,5940695174,0,30083299706,30083299706,8834133269,,36023994880,98353079,7450287034,2633994225,18600000000,18600000000,0,56638334,0,33393554,0,ECI,0,,,,0,0,0,,,400000000,400000000,,-0.0750806040619687,51999721891,2920717818,0.155757146972492,331210145,51999721891,-846644691,51153077200,-37639920011,13513157189,0,-4943437092,-5179433887,3721496355,80977599,-35038802,45938797,3767435152,-846717334,,2920717818,2920717818,ECI,0,,,0,3443693168,0,0,321760603,321760603,0,0,-2465366301,-2465366301,1300087470,15080779340,,16380866810,ECI,3767435152,320220186,-98872931,,,-331210145,0,3657572262,-595735184,2281657987,-815492062,-16788652,0,-873701183,0,-193820000,0,0,0,0,0,,,,-0.074,0.18,0.235,0.585,516,-0.086,-0.138
HNX,Communication,ECI,2014,35452895700,15080779340,12166907974,8015026894,190181492,1478336074,1061731172,400000000,16604902,36931231774,9705546484,9705546484,0,27225685290,27225685290,5976518853,,36931231774,17819753,9731945021,1322620858,18600000000,18600000000,0,81836192,0,16604902,400000000,ECI,0,,,,0,0,130517000,,,0,0,,-0.293027822217146,56220814613,2527103402,-0.589572108315732,362815318,56220814613,-584277316,55636537297,-41033100520,14603436777,0,-5630542364,-5639196795,3696512936,55745871,-136099165,-80353294,3616159642,-1089056240,,2527103402,2527103402,ECI,0,,,0,909011374,0,0,362726049,162726049,0,0,-1233599544,-1233599544,-161862121,15242641461,,15080779340,ECI,0,410660160,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-200000000,0,0,,,,-0.408,0.18,0.453,0.367,511,-0.334,-0.148
HNX,Communication,ECI,2013,36834872675,15242641461,13557399458,7789114005,245717751,1540830021,1472391332,0,68438689,38375702696,9675477380,9675477380,0,28700225316,28700225316,8066782969,,38375702696,241514757,9646216232,1322620858,18600000000,18600000000,0,59613703,0,68438689,0,ECI,0,,,,0,0,184751400,,,0,0,,0,79523376421,6157240902,0,421525098,79523376421,-627513134,78895863287,-57854176981,21041686306,0,-6952031422,-7376241354,7134938628,60417551,-66133378,-5715827,7129222801,-971981899,,6157240902,6157240902,ECI,0,,,0,5236547086,-995219090,0,429164367,-566054723,0,0,-2285362045,-2285362045,2385130318,12857511143,,15242641461,ECI,0,283779845,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,-0.934,0.174,0.766,0.06,502,-0.526,-0.084
UPCOM,Chemicals,ECO,2024,256812755933,52430821051,87554604577,68879476480,2585557421,58388089432,17122503291,32012743298,9252842843,315200845365,90803045624,85981042923,4822002701,224397799741,224397799741,24399036425,,315200845365,52938606782,68879476480,,200000000000,200000000000,4822002701,5873750723,56144193756,9252842843,,ECO,45362296404,,,,-1236684,0,,,,,,,0.642700200680375,454284628652,14107426515,0.130113920369527,8653615971,454284628652,-232173136,454052455516,-424163576406,29888879110,-7572232924,-7723504457,-6263992736,16994674013,1155592582,-377334852,778257730,17772931743,-3666741912,,14106189831,14107426515,ECO,-2437879316,11909049,,-1236684,-11323294650,-10677398820,12454545455,1243987792,34462134427,179686355483,-161301678176,,18384677307,41523517084,10938360569,-31056602,52430821051,ECO,17772931743,6390964652,901114025,231901439,,-1874316808,2437879316,25860474367,-21837617926,-28093185282,17816463141,-9226477426,-2422604257,-3021812451,,,-46630000000,78071000000,,,,,,,0.015,0.19,0.18,0.63,461,0,0
UPCOM,Chemicals,ECO,2023,207100563034,10938360569,84073995672,40786291198,1996039982,56971659399,24901469123,32000834249,69356027,264072222433,53780612523,53780612523,0,210291609910,210291609910,10291609910,,264072222433,47861800255,40786291198,,200000000000,200000000000,0,790906114,42581519150,69356027,,ECO,69305875613,,,,0,18000000000,,,,,,,0,276547496898,12483189757,0,3844761053,276547496898,0,276547496898,-252696866093,23850630805,-3685624614,-4792114238,-3885746131,15334123808,730180317,-344996968,385183349,15719307157,-3236117400,,12483189757,12483189757,ECO,-2212840147,2216933,,0,-29535930085,-12065400000,0,1156100201,-22850299799,135784129113,-128126834316,,7657294797,-44728935087,55665274987,2020669,10938360569,ECO,15719307157,7323576120,0,62163857,,-1315681518,2212840147,24002205763,20288655085,-29316320855,-4522043502,704336976,-2208628554,-619259385,,,-111651000000,99710000000,,,,,,,0.07,0.226,0.18,0.594,464,0.055,0.007
UPCOM,Real estate,EFI,2024,20922499432,506068158,16894344931,0,391592847,48614373455,139573456,48474799999,0,69536872887,876228551,876228551,0,68660644336,68660644336,-76920205649,,69536872887,0,0,5326196908,108800000000,108800000000,,0,0,0,48863324999,EFI,3130493496,,0,,,0,0,,,0,0,,0,0,1581808880,2.43572944207816,252715361,0,,0,0,0,-92795504,,-1678116082,-1518196225,3100005105,0,3100005105,1581808880,0,,1581808880,1581808880,EFI,0,,,,-3960188636,0,0,243438471,1762090526,0,0,0,0,-2198098110,2704166268,,506068158,EFI,1581808880,167487528,91901254,,,-244735361,0,1596462301,9212313,0,-3042620000,0,0,0,,0,-2937556164,4456208219,0,0,,,,,0.222,0.324,0.18,0.496,600,0,0
UPCOM,Real estate,EFI,2023,22215823024,2704166268,16941444943,0,352408258,48781860983,307060984,48474799999,0,70997684007,3918848551,3918848551,0,67078835456,67078835456,-78502014529,,70997684007,22000000,0,5326196908,108800000000,108800000000,,0,0,0,48863324999,EFI,2217803555,,0,,,0,0,,,0,0,,0,0,460399722,1.05104946383548,1477946925,0,,0,0,0,1178682375,,-2236229578,420399722,100000000,-60000000,40000000,460399722,0,,460399722,460399722,EFI,0,,,,852827851,0,0,1317584308,1298932253,0,0,0,0,2151760104,552406164,,2704166268,EFI,460399722,167487528,-92122138650,,,-1289990308,0,-92784241708,73730499135,0,2052086875,0,0,0,,0,-18652055,0,0,0,,,,,0.467,0.484,0.18,0.336,600,0.245,0
UPCOM,Real estate,EFI,2022,19535848899,552406164,762247759,0,308285876,48949348511,474548512,48474799999,0,68485197410,1866761676,1866761676,0,66618435734,66618435734,-78962414251,,68485197410,0,0,5326196908,108800000000,108800000000,,0,0,0,48863324999,EFI,17912909100,,0,,,3400000000,0,,,0,0,,-1,0,-9018698482,-0.167328542570817,7372271077,0,,0,0,0,-9097294370,,-7293736721,-9018760014,2513029,-2451497,61532,-9018698482,0,,-9018698482,-9018698482,EFI,-13664598,,,,-6482795395,0,0,2334755255,2334755255,21240694542,-21240694542,0,0,-4148040140,4700446304,,552406164,EFI,-9018698482,167487528,7152308758,,,-2334755255,13664598,-4019992853,-42386025,0,-136785210,1433045,-13664598,0,,0,0,0,0,0,,,,,0.226,0.327,0.18,0.493,601,-0.241,0.002
UPCOM,Real estate,EFI,2021,36862701441,5609421406,6095589359,0,267842905,43118269084,642036040,42474799999,1433045,79980970525,1854701527,1854701527,0,78126268998,78126268998,-67321531975,,79980970525,1322620,0,5326196908,108800000000,108800000000,,0,0,1433045,42863324999,EFI,24889847771,,0,,,3400000000,0,,,0,0,,-0.641952644048948,2859180000,-7725929893,-1.05740204019365,5249737450,2859180000,,2859180000,-2647061566,212118434,-2021236192,,-3151144120,289475572,0,-7832400858,-7832400858,-7542925286,-183004607,,-7725929893,-7725929893,EFI,-26945499,,,,-23105236248,0,0,1431051113,510251113,64525710067,-65381019448,0,-855309381,-23450294516,29059715922,,5609421406,EFI,-7542925286,167487528,26304211,,,-1431051113,26945499,-6623239161,556784855,0,524605820,13185223,-26945499,-188775916,,0,-3522600000,2601800000,0,0,,,,,0.268,0.354,0.18,0.466,602,0.042,0.003
UPCOM,Real estate,EFI,2020,42614433453,29059715922,6582111708,0,238105411,45428941835,2939523568,42474799999,14618268,88043375288,2191176397,2191176397,0,85852198891,85852198891,-59595602082,,88043375288,43660978,0,5326196908,108800000000,108800000000,,0,855309381,14618268,42863324999,EFI,6734500412,,0,,,3400000000,0,,,0,0,,-0.174598383819172,7985480000,-3755187242,-16.6864457732844,4183048346,7985480000,,7985480000,-7840976152,144503848,71526724,,-8069177184,-3670098266,5320076,-6465269,-1145193,-3671243459,-83943783,,-3755187242,-3755187242,EFI,-5599083,,,,7592941932,0,0,1417375720,11019927719,6875945269,-6020635888,0,855309381,19468179032,9591536890,,29059715922,EFI,-3671243459,167487438,5197457443,,,-1417375720,5599083,281924785,3596840970,7727273,-682221159,23666924,-5599083,-75526598,,0,9602551999,0,0,0,,,,,-0.919,0.177,0.763,0.06,606,-1.187,0.008
UPCOM,Real estate,EFI,2019,45584960926,9591536890,15080612027,7727273,224864062,46032096197,3107011006,42474799999,450285192,91617057123,2009670990,2009670990,0,89607386133,89607386133,-55840414840,,91617057123,0,7727273,5326196908,108800000000,108800000000,,0,0,38285192,42863324999,EFI,20680220674,,0,,,3400000000,0,,,0,0,,-0.00893863074584,9674660000,239390573,-0.595821158717943,2240276729,9674660000,,9674660000,-9519206662,155453338,0,,-2459048101,-63318034,410909091,-16555916,394353175,331035141,-91644568,,239390573,239390573,EFI,0,,,,-355366947,0,0,2240276729,-8900275270,0,-200000000,0,-200000000,-9455642217,19047179107,,9591536890,EFI,331035141,167487123,0,,,-2240276729,0,-1741754465,1152145563,18650000,403247826,-12838775,0,-63917096,,-110900000,-11140551999,0,0,0,,,,,-0.17,0.18,0.291,0.529,594,0.749,-0.015
UPCOM,Real estate,EFI,2018,45482846707,19047179107,16591451253,26377273,278170399,45774744545,3274498129,42474799999,25446417,91257591252,1889595692,1889595692,0,89367995560,89367995560,-56079805413,,91257591252,106319713,26377273,5326196908,108800000000,108800000000,,0,200000000,25446417,42863324999,EFI,9539668675,,0,,,3900000000,0,,,0,0,,-0.817410918943917,9761918182,592288731,1.00851187853734,2321998342,9761918182,,9761918182,-9112328011,649590171,0,,-2251394852,720193661,13599135,-12556949,1042186,721235847,-128947116,,592288731,592288731,EFI,0,,,,-897854272,0,0,2321998342,1909998342,0,0,0,0,1012144070,18035035037,,19047179107,EFI,721235847,167487528,0,,,-2321998342,0,-1433274967,-1440735241,0,2116533800,76881254,0,-104559118,,-112700000,-412000000,0,0,0,,,,,-0.158,0.18,0.284,0.536,591,0.012,-0.016
UPCOM,Real estate,EFI,2017,44939965738,18035035037,17448326356,26377273,302558397,46019113327,3441985657,42474799999,102327671,90959079065,2183381732,2183381732,0,88775697333,88775697333,-56672103640,,90959079065,5009399,26377273,5326196908,108800000000,108800000000,,0,200000000,102327671,42863324999,EFI,9127668675,,0,,,4900000000,0,,,0,0,,2.40996572717422,53463866106,-69583785577,-15.7935660374975,4287265804,53463866106,,53463866106,-39017548474,14446317632,-1666691596,,-83134539923,-66067648083,0,-369161788,-369161788,-66436809871,-3146975706,,-69583785577,-69583785577,EFI,-810662447,,,,-29719816936,-1339900245,37555711363,2521844556,41209686424,10293104789,-15083504789,0,-4790400000,6699469488,11335565549,,18035035037,EFI,-66436809871,27914588,78488354700,,,-4287265804,810662447,8602856060,-66589332946,-26377273,27021230272,21937850,-810662447,-3735293040,,-115841813,-27969250,0,0,2500000000,,,,,-0.179,0.18,0.308,0.512,737,-0.021,0.235
UPCOM,Real estate,EFI,2016,92040539700,17140948686,11098723968,0,0,76879653542,2130000000,45363324999,119574543,168920193242,2118157213,2088157213,30000000,166802036029,166802036029,20496130656,,168920193242,389003566,0,5740390898,108800000000,108800000000,,15000000,0,119574543,45363324999,EFI,63800867046,,29216754000,,,2900000000,0,,,50000000,50000000,,0.142924132758083,15678710692,4703651939,-0.236900207957858,6072483712,15678710692,,15678710692,-13847203715,1831506977,-369313396,,-2112881860,5421795433,0,-2109088,-2109088,5419686345,-716034406,,4703651939,4703651939,EFI,0,,,,544698682,-2130000000,0,6563372218,-11362518511,0,0,0,0,-10817819829,27958768515,,17140948686,EFI,5419686345,12229902,-741422904,,,-6072483712,0,-1381990369,-345491111,1472530804,-344215307,-39394669,-519316966,0,,-665000000,-86102500000,70306609271,0,0,,,,,-1,0.167,0.773,0.06,672,-0.821,0.049
